Type,                        Txhash,                        BlockTime Unix,                        BlockTime,                        Fee (SOL),                        TokenAccount,                        ChangeType,                        SPL BalanceChange,                        PreBalancer,                        PostBalancer,                        TokenAddress,                        TokenName(off-chain),                        Symbol(off-chain),                        SolTransfer Source,                        SolTransfer Destination,                        Amount (SOL)
TokenChange,5GvvhKnXhBQmfqXEWZC6wJzZ5eyA7aqNQLFPSie9E1GPoQ78jXkyN5gw3W9z5UFXznmkLxHTay5XNYu7NqHtoGcZ,1670994918,2022-12-14T05:15:18,0.000005,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,inc,6.008570925,90.81198315,96.820554075,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,4gHkHCxDSZdvmD6v8imeLkwKWJNCQQYrk5VZ1bmkwBkT7UWiSEjcuPT1PGt6SxNaEuETCDc27zdQpDKsRhgB6bVb,1670994918,2022-12-14T05:15:18,0.000005,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,dec,6.008570925,96.820554075,102.829125,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,kEDcHTEnKhU1vsRrnkqj4FyGjzeshF3K416h8KE5R2wqGmrUMNLXQbEsrJffnr8giaMxjhPyVJR8GZaaz4NhZwN,1670994814,2022-12-14T05:13:34,0.000105,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,inc,-10,100.81198315,90.81198315,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,4MDLcqWsxk6ENFaN9bTeBKaKtJXaegZHkzrvWsuKurNQnVdLHWwLnwj4TyZwcQsxJuN6PKoboqRon5dypQF83L3b,1670994643,2022-12-14T05:10:43,0.000105,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,dec,-100,200.81198315,100.81198315,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,65foCgkcHJdqszqPAfcrHhA72wVB3hJkXhp2YYeEDngPiawmhKP8pFZ1H1Hsz5B66RE9srNA627MJRcS4zhRYB3M,1670916262,2022-12-13T07:24:22,0.000005,GTgmM5nBdHBqtAk2KMYncoKz6Q2Gi2T66S5YUGKe7CyT,inc,2.010428,631.920208,633.930636,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,,,
TokenChange,y27PXuqR8bTdTHPqjw5TxeCg6oNgfnfqeTb4fmSpTtLCLqKhUBnYvRvdpZnzUNAZCJ1VgYcZK6x5pxrPmp1mqEG,1670916202,2022-12-13T07:23:22,0.000005,GTgmM5nBdHBqtAk2KMYncoKz6Q2Gi2T66S5YUGKe7CyT,inc,31.765901,600.154307,631.920208,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,,,
TokenChange,y27PXuqR8bTdTHPqjw5TxeCg6oNgfnfqeTb4fmSpTtLCLqKhUBnYvRvdpZnzUNAZCJ1VgYcZK6x5pxrPmp1mqEG,1670916202,2022-12-13T07:23:22,0.000005,6ocD3gWF6Nm4WTA4V3tMRQUyHXf2gEhNkvuYji6G9xZx,inc,0,,0,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,USDT,,,
TokenChange,4dmQmKtLzA8oKc8ECqx4xGkD75ys6mDW6W6tSpvXBHSpiYhoB1e2MLAJ2ihQLtXyrrmHZJVUopAyatLVTcTh8Bgv,1670916144,2022-12-13T07:22:24,0.000005,7Qvax1jZNMohXxUHzNpUzheQN5N4VZZvKoQz7KqiSmTQ,closedAccount,2.5,2.5,,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,,,
TokenChange,2jAq3icEsuHQ9jXzG1oXnxM3mfgiqAnXYv9oDPF39oXz2Sv5Fnd8TrtSmSumbk41tkuz8Xe2mc2zGQcqpD1GRLKW,1670915975,2022-12-13T07:19:35,0.000005,A8bxpoH3aVJUgVMErJqNMHMqNnbp4zWBnHV93tHVWcsH,inc,0,,0,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,Raydium,RAY,,,
TokenChange,2jAq3icEsuHQ9jXzG1oXnxM3mfgiqAnXYv9oDPF39oXz2Sv5Fnd8TrtSmSumbk41tkuz8Xe2mc2zGQcqpD1GRLKW,1670915975,2022-12-13T07:19:35,0.000005,7Qvax1jZNMohXxUHzNpUzheQN5N4VZZvKoQz7KqiSmTQ,inc,2.5,,2.5,So11111111111111111111111111111111111111112,Wrapped SOL,SOL,,,
TokenChange,RL3bRNH5nxtEz28EcZz1tMGVjt7PBaambCeHdj8dLWAN9swKopbh57uhf5rj5CTfS7c4XU1ifpMUmWmAnKkXFMo,1670829148,2022-12-12T07:12:28,0.000005,D89pr3jzp7E3C6PqPqJwfFDhFkRZCZeLASR9XHc71GNJ,closedAccount,0,0,,4iDiMTVFBgTLcQQbZ9W5KcDmYSky3tyQUQUm9MDFATQw,Meta Tattoo Club #791,MTC,,,
TokenChange,5p1oBc8uwfX3HVWzgSS3KRmEh9wGtF5dnCPi9vkW7mRArZzA3r4wjzgugMj2YZLmySS6Uk2gAvc3vMqfeL11ueoA,1670829148,2022-12-12T07:12:28,0.000005,5vnwZc8ezXB6uyKGn8urfTfydQpFHJTAEJm3Btw29oHL,closedAccount,1,1,,4vbpLMTeSREmPxZhtNDj3R12DiBvpu7GCWDj9RzZqLTL,MTC Boost,BOOST,,,
TokenChange,RL3bRNH5nxtEz28EcZz1tMGVjt7PBaambCeHdj8dLWAN9swKopbh57uhf5rj5CTfS7c4XU1ifpMUmWmAnKkXFMo,1670829148,2022-12-12T07:12:28,0.000005,5s7G4yTWDQfarMZTa5uJSWtNTz57kgv4wFjtJAH4U9Gu,closedAccount,0,0,,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,Lido Staked SOL,stSOL,,,
TokenChange,RL3bRNH5nxtEz28EcZz1tMGVjt7PBaambCeHdj8dLWAN9swKopbh57uhf5rj5CTfS7c4XU1ifpMUmWmAnKkXFMo,1670829148,2022-12-12T07:12:28,0.000005,EP1Crw4B3J27LbiY8T9sm61rrKLULg7BShhWcCiYEons,closedAccount,0,0,,8JCh2V3pRefhysEUwAnvXySwpeEbgxAY2XfL26KDGR41,Meta Tattoo Club #310,MTC,,,
TokenChange,5p1oBc8uwfX3HVWzgSS3KRmEh9wGtF5dnCPi9vkW7mRArZzA3r4wjzgugMj2YZLmySS6Uk2gAvc3vMqfeL11ueoA,1670829148,2022-12-12T07:12:28,0.000005,7f8jjWMzmBGr5ropCSZWJmpEP4P3GDCoAJUbEeinvSfk,closedAccount,0.000025959,0.000025959,,Ao94rg8D6oK2TAq3nm8YEQxfS73vZ2GWYw2AKaUihDEY,CRECK,$CRECK,,,
TokenChange,5p1oBc8uwfX3HVWzgSS3KRmEh9wGtF5dnCPi9vkW7mRArZzA3r4wjzgugMj2YZLmySS6Uk2gAvc3vMqfeL11ueoA,1670829148,2022-12-12T07:12:28,0.000005,GDwS3qW6GTStDbBayPjcQPGkyoPgvZmisXdK6kn7QBeN,closedAccount,0.000010448,0.000010448,,MLKmUCaj1dpBY881aFsrBwR9RUMoKic8SWT3u1q5Nkj,MILK,MILK,,,
TokenChange,uTYDKXRjKjiSbNP7GNbLpGfpVGwEFBwLcxwg6zBoCRaW9n2Spiz71qv9t7511u683tnr8jxxNyWWWk576vysBNm,1670828597,2022-12-12T07:03:17,0.000005,7f8jjWMzmBGr5ropCSZWJmpEP4P3GDCoAJUbEeinvSfk,inc,-12.880994874,12.881020833,0.000025959,Ao94rg8D6oK2TAq3nm8YEQxfS73vZ2GWYw2AKaUihDEY,CRECK,$CRECK,,,
TokenChange,4ePuyqsRE3rXMsZ7Swar9eN5PD8sqAYrLX71hxzvYcuSmZ874ES5HaqVYmfn19K1R2zr4n8JeDXner6N3t5R6qfe,1670828566,2022-12-12T07:02:46,0.000005,GDwS3qW6GTStDbBayPjcQPGkyoPgvZmisXdK6kn7QBeN,inc,-101.87692424,101.876934688,0.000010448,MLKmUCaj1dpBY881aFsrBwR9RUMoKic8SWT3u1q5Nkj,MILK,MILK,,,
TokenChange,5EfVDRXibVPxUC8Zq3RpebuQFkATMwN1DYK2tkvak6nzXXaHdouLmy3xDY4ssXdguRMUjpP5W1NLqSGriEzbKY2Z,1670828188,2022-12-12T06:56:28,0.00001,GDwS3qW6GTStDbBayPjcQPGkyoPgvZmisXdK6kn7QBeN,inc,101.876934688,,101.876934688,MLKmUCaj1dpBY881aFsrBwR9RUMoKic8SWT3u1q5Nkj,MILK,MILK,,,
TokenChange,2xChzPtueu8xQ542ZhvqsmZouNZvuXfKHntntfLqdZuUGwhz1gdjrGSkYc1coULkrZn13xVATfbCKsjCAm5AXVXL,1670828096,2022-12-12T06:54:56,0.000005,7f8jjWMzmBGr5ropCSZWJmpEP4P3GDCoAJUbEeinvSfk,inc,12.881020833,0,12.881020833,Ao94rg8D6oK2TAq3nm8YEQxfS73vZ2GWYw2AKaUihDEY,CRECK,$CRECK,,,
TokenChange,3tGU9w5bBiU5Jgif6MvQefDXztQgcsFDoYh2iJxarbuGuLrMvCF8qgY5QZvJP8aERB4NKK7mj5ok5BSVyetyEyVa,1670822252,2022-12-12T05:17:32,0.000005,GDwS3qW6GTStDbBayPjcQPGkyoPgvZmisXdK6kn7QBeN,closedAccount,0.000006765,0.000006765,,MLKmUCaj1dpBY881aFsrBwR9RUMoKic8SWT3u1q5Nkj,MILK,MILK,,,
TokenChange,2Tc8E5JfVzvBjBSv6xMrxaH7caWUHUp1ZA2jvcTdkTdDjS5cPjiJ5JhnLC9uetkvrz7z1AGExSWf3kafxeoajh2H,1670822131,2022-12-12T05:15:31,0.000105,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,dec,-17,217.81198315,200.81198315,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,NBZjG2yTZAzno9keQBtGBePKJn582zRgRfga2dXAQxYLqUDGYAQ4L7xogtPGcM5yQMtrnfqhm2dZi6cQP1BoTjG,1670821885,2022-12-12T05:11:25,0.000005,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,inc,8.5709634,209.24101975,217.81198315,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,5b5V9PK97nXBLDSPiqAyjnxidN9ens9zmoQbPdcj47ohZgyvZy52qFF1eosa3TqbRRBxKxDL122zZFwPTmhLCdTm,1670821885,2022-12-12T05:11:25,0.000005,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,inc,8.5709634,200.67005635,209.24101975,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,24joGWitTnnw5oWVNJb9iAqpTXEFBiS9j3TYZeDkqPEVPPxabNq9VW5izsWC8vr8ZTni5JAXRnHasyrrvSpEuQDB,1670818778,2022-12-12T04:19:38,0.000005,GDwS3qW6GTStDbBayPjcQPGkyoPgvZmisXdK6kn7QBeN,inc,-275.212851464,275.212858229,0.000006765,MLKmUCaj1dpBY881aFsrBwR9RUMoKic8SWT3u1q5Nkj,MILK,MILK,,,
TokenChange,3XxsvCNi9CwgJrcKUqD13FMSSLBCZgBT8cLvj5ZuUyjEsHsPJKqGjdMcSY2euuwhTpXRZ27a9dEocnoon8Fn5Eb9,1670818644,2022-12-12T04:17:24,0.000005,GTgmM5nBdHBqtAk2KMYncoKz6Q2Gi2T66S5YUGKe7CyT,dec,-19,619.154307,600.154307,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,,,
TokenChange,4s2s2dPN11a9y9UvabRoZo5qg45U7ybXK2sG6sJzKNMW4xDc7acE6znRHU2W53VQ8LQfWdjQa6N25pPFSv3uTiTA,1670818220,2022-12-12T04:10:20,0.000005,5s7G4yTWDQfarMZTa5uJSWtNTz57kgv4wFjtJAH4U9Gu,inc,0,,0,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,Lido Staked SOL,stSOL,,,
TokenChange,4s2s2dPN11a9y9UvabRoZo5qg45U7ybXK2sG6sJzKNMW4xDc7acE6znRHU2W53VQ8LQfWdjQa6N25pPFSv3uTiTA,1670818220,2022-12-12T04:10:20,0.000005,GTgmM5nBdHBqtAk2KMYncoKz6Q2Gi2T66S5YUGKe7CyT,inc,33.635365,585.518942,619.154307,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,,,
TokenChange,eG9pZPheLM5fWNmhJwvhMPdV8FJ1QhbibaReHpExKLvLbzVSrnvRhXpiWUEP1xnqVuFva9f47sTihyhehSPq2bs,1670809699,2022-12-12T01:48:19,0.000005,5vnwZc8ezXB6uyKGn8urfTfydQpFHJTAEJm3Btw29oHL,inc,1,0,1,4vbpLMTeSREmPxZhtNDj3R12DiBvpu7GCWDj9RzZqLTL,MTC Boost,BOOST,,,
TokenChange,53KzvsyLCU3q4bRuEvT2CerKMkuwzudNpUWKt1gQns4xM99Qr6wSCDPrgUHBqQChQ8LBdCU2XjYxxCAWw1BAvEYS,1670809690,2022-12-12T01:48:10,0.000005,5vnwZc8ezXB6uyKGn8urfTfydQpFHJTAEJm3Btw29oHL,inc,0,,0,4vbpLMTeSREmPxZhtNDj3R12DiBvpu7GCWDj9RzZqLTL,MTC Boost,BOOST,,,
TokenChange,5GjfEN3cfJJCPifHGYMZwYJkxrUouHBgqfmiM8ifWEEP8CWtjhAeyFvozULZ3Mo7u2ydT5uG3ALLs378B2ZfQJLb,1670800622,2022-12-11T23:17:02,0.000005,Gs6ehuq6mnBFHp3peJgid5pZMKtBrCs2VM2xfDaV1uBy,inc,50,457.956906994,507.956906994,3rFgy3p5u6NFRbEzDqt1NyHp1g3wX8WiWkEWZkmtxdFm,Shkary Sharks CHOMPS,CHOMPS,,,
TokenChange,2TVsToXgaCA95PjnXAdww8czvMomka35oDtrLMpkrDWMr18PBDa24SykHVhHvAQDj87CQFTCm1eQCaDdv7558LVn,1670688470,2022-12-10T16:07:50,0.00001,GDwS3qW6GTStDbBayPjcQPGkyoPgvZmisXdK6kn7QBeN,inc,275.212858229,0,275.212858229,MLKmUCaj1dpBY881aFsrBwR9RUMoKic8SWT3u1q5Nkj,MILK,MILK,,,
TokenChange,4La9DGFowvZ7BzoDzr3vBmY4ZCEJLXgR1Ww5xxx8qxS7h863zZ2wVqL6F44Ku6mSABaQgeSjP4Xco1oCvH9t9iwJ,1670578535,2022-12-09T09:35:35,0.000005,7f8jjWMzmBGr5ropCSZWJmpEP4P3GDCoAJUbEeinvSfk,dec,-13.75592361,13.75592361,0,Ao94rg8D6oK2TAq3nm8YEQxfS73vZ2GWYw2AKaUihDEY,CRECK,$CRECK,,,
TokenChange,4La9DGFowvZ7BzoDzr3vBmY4ZCEJLXgR1Ww5xxx8qxS7h863zZ2wVqL6F44Ku6mSABaQgeSjP4Xco1oCvH9t9iwJ,1670578535,2022-12-09T09:35:35,0.000005,GTgmM5nBdHBqtAk2KMYncoKz6Q2Gi2T66S5YUGKe7CyT,inc,0.282725,585.236217,585.518942,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,,,
TokenChange,4J7GkbRFt4uDquXLgDSkW1AUryq2GKEWRK7z7ZjKKvYLrvqz5LUxVwz82A5XuXhBtWPuaXgiULwQ5KEaRAsNh7zp,1670578470,2022-12-09T09:34:30,0.000005,GTgmM5nBdHBqtAk2KMYncoKz6Q2Gi2T66S5YUGKe7CyT,inc,0.238556,584.997661,585.236217,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,,,
TokenChange,4J7GkbRFt4uDquXLgDSkW1AUryq2GKEWRK7z7ZjKKvYLrvqz5LUxVwz82A5XuXhBtWPuaXgiULwQ5KEaRAsNh7zp,1670578470,2022-12-09T09:34:30,0.000005,GDwS3qW6GTStDbBayPjcQPGkyoPgvZmisXdK6kn7QBeN,dec,-276.807768854,276.807768854,0,MLKmUCaj1dpBY881aFsrBwR9RUMoKic8SWT3u1q5Nkj,MILK,MILK,,,
TokenChange,2MdpeDVMXUT93Em6Pju8s78oEJf4JgGRP9L2AgimHFxqj4BrveUtjB3qRciiUfT3QpUgGNG478Py8MBqbj5qGf2V,1670575808,2022-12-09T08:50:08,0.000105,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,dec,-15,215.67005635,200.67005635,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,435Vjr7rL7YWwTyUKqjsvPtNo5AwRCpiKN9JjxMx14AQDkcvkuQ6sZJox5gvVSTpo123hQ8wwQkThqwjB6VpC1f5,1670575061,2022-12-09T08:37:41,0.000005,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,inc,9.15844095,197.35317445,206.5116154,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,2E4ghc28Eu58xCAwDTX1PLeDCBypfxcDnfsQuccR1GE4cprwfPrjrZarJadMcGbS7gUdg94jXCQCB9NdYBL9dxi6,1670575061,2022-12-09T08:37:41,0.000005,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,inc,9.15844095,206.5116154,215.67005635,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,57QRWvwggdSMjgLQsRWySzoA5KFDsrHC2L56oALH1K8C9J3piKzjbvMrvFCSrghDCUwv55N6mtT3QFsdsg2USKaB,1670563115,2022-12-09T05:18:35,0.000005,7f8jjWMzmBGr5ropCSZWJmpEP4P3GDCoAJUbEeinvSfk,dec,12.23425,1.52167361,13.75592361,Ao94rg8D6oK2TAq3nm8YEQxfS73vZ2GWYw2AKaUihDEY,CRECK,$CRECK,,,
TokenChange,4BbQJ3cFxHUZuUxyuWjkWpVjZFm7HiK2miXxgPXPSu8brmJ8wE2WMTVFw4q56za8qVpfgjZXQFNaKDW5hzkFGG3U,1670540496,2022-12-08T23:01:36,0.000105,6KZxavk6zVAiZZPXyeqgxhUmxK3TX9kcRSva1jvD3bgc,dec,-87,87.7522,0.7522,EXP75LWLfVH2qXFzJxuTB8L4N83z2k3s6MquaT6SYsKL,Experiments Token,$EXP,,,
TokenChange,2v93C5oSt9fyy9qzUb6xVFUdqcRvJjdmgu6ecQJn7c4qdfUtCzQFnMFK75kZTVfDTo77Ey4YhEM3FvCRUV4Zyv7S,1670540279,2022-12-08T22:57:59,0.000105,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,dec,-10,207.35317445,197.35317445,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,4NKvC9nJiNEgbZhsG82FjciHnuSswbLPrwSSJ2Tict4iH11qbTFsic5WAyyWYULSgwpuP2JiqcUpxJfWf5XuwRQ2,1670311439,2022-12-06T07:23:59,0.000005,7f8jjWMzmBGr5ropCSZWJmpEP4P3GDCoAJUbEeinvSfk,dec,1.180861111,0.340812499,1.52167361,Ao94rg8D6oK2TAq3nm8YEQxfS73vZ2GWYw2AKaUihDEY,CRECK,$CRECK,,,
TokenChange,2Fwz7kCDhv87jb2YTv4MN3HenyJ6vYRjgUdDgxnKSmdQfDWr4xp48MDiVyeoUXPzj6rbyfCppmzBwwZ36G2gv45T,1670311319,2022-12-06T07:21:59,0.000005,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,inc,3.2059509,200.94127265,204.14722355,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,42bWNqp3ipJKGn5Kh4BsRXpTsudg4D77cUnPrdAr9mE9uGnu3yUwmbbodm1RaeNBAFevpn761LC6ULNsduLkRsMp,1670311319,2022-12-06T07:21:59,0.000005,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,inc,3.2059509,204.14722355,207.35317445,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,57i6ELfNz2pFDAkAZP6ZgJkcRzjqrHTYgGxHuPMBK5qS8rfoK4XVDgtuJBEjk6F6jvk3J4JBbqkuPLP8pvxwmKvZ,1670311214,2022-12-06T07:20:14,0.000005,APHXhCXnFYxmYM4weQ8HaGdYgeeXrZZ5deh3BQkoB96P,inc,1,,1,DvuhmmFPuDpNk1cd9dme6J6yY8vio7dK31RSswEFBqbe,Experiment #3417,EXP,,,
TokenChange,4HczJ5KYGwRuBtUAJLiS93kE5fsituZmzcicxy6tfmy96Xa2j7LtgaCZ3xHpv2xFJjdEfQuRtcpNNksMbmyXNeRz,1670311152,2022-12-06T07:19:12,0.000005,6KZxavk6zVAiZZPXyeqgxhUmxK3TX9kcRSva1jvD3bgc,inc,10.979,76.7732,87.7522,EXP75LWLfVH2qXFzJxuTB8L4N83z2k3s6MquaT6SYsKL,Experiments Token,$EXP,,,
TokenChange,4bt9fVsxmSTSNNfBUjJg1gScK4xwekBDWtfgoeJK1b6a1zkQELFDyeSrXTrP668YuRzwfzQyCAvu4SCxU17z7Vs7,1670311033,2022-12-06T07:17:13,0.00001,GDwS3qW6GTStDbBayPjcQPGkyoPgvZmisXdK6kn7QBeN,inc,276.807768854,0,276.807768854,MLKmUCaj1dpBY881aFsrBwR9RUMoKic8SWT3u1q5Nkj,MILK,MILK,,,
TokenChange,2WgqHSWqv51XPZ3Gikfu1XCRkzXMCN8Fto4F97v7nSrsGffYAT144su9KxktvdHTSYhrjZN4iUHqDc3AqiZKG5K,1670287147,2022-12-06T00:39:07,0.000005,3dTFVQ31jVCMcLm8aZtHCr1tGy5GtkyuLSstb6hCkdvA,closedAccount,1,1,,42Pymg6NiqDNCAqnqwdWb3L44sfpo8M58sHFVj9mmMqF,Cet #5059,CoC,,,
TokenChange,5rU6oE5CEcibGyMAi6iDguDJYVZLATBAQtgJpWcuoaUpdVBwtSUh2ckYkdPRzZqCNgcLch7cTYCCNsgE3uqLZmM,1670287060,2022-12-06T00:37:40,0.00001,3dTFVQ31jVCMcLm8aZtHCr1tGy5GtkyuLSstb6hCkdvA,changeOwner,,1,1,42Pymg6NiqDNCAqnqwdWb3L44sfpo8M58sHFVj9mmMqF,Cet #5059,CoC,,,
TokenChange,3vNBdM3PoiZSVZesBd27EBFoninXatGmiFRZGbwFyzaG6gnx3qDPqkJBW4dnTbasSZtsDHbEiFAMjBBMdGLuF1JY,1670231074,2022-12-05T09:04:34,0.000005,GTgmM5nBdHBqtAk2KMYncoKz6Q2Gi2T66S5YUGKe7CyT,inc,28.029799,556.967862,584.997661,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,,,
TokenChange,3WsVYq6SPuJP3UHsi4MwN2PWpqxYy5Yo49vUvVCcYwAW7xiHRDGcs2mxvDtNmdVkUZnkHTZmXUME4wgoqpRp8Mwx,1670227670,2022-12-05T08:07:50,0.000005,GTgmM5nBdHBqtAk2KMYncoKz6Q2Gi2T66S5YUGKe7CyT,inc,2.587523,554.380339,556.967862,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,,,
TokenChange,iQBh6wdWR3qdedW713U8wYFR47ZTD7T67CrcTsiLHp1G8LB26XqxxVGbXXPa5NVsA6FxH9VxS4D1UNjfjbMM1yr,1670226656,2022-12-05T07:50:56,0.000005,3dTFVQ31jVCMcLm8aZtHCr1tGy5GtkyuLSstb6hCkdvA,inc,1,,1,42Pymg6NiqDNCAqnqwdWb3L44sfpo8M58sHFVj9mmMqF,Cet #5059,CoC,,,
TokenChange,iQBh6wdWR3qdedW713U8wYFR47ZTD7T67CrcTsiLHp1G8LB26XqxxVGbXXPa5NVsA6FxH9VxS4D1UNjfjbMM1yr,1670226656,2022-12-05T07:50:56,0.000005,7f8jjWMzmBGr5ropCSZWJmpEP4P3GDCoAJUbEeinvSfk,inc,0.002041666,0.338770833,0.340812499,Ao94rg8D6oK2TAq3nm8YEQxfS73vZ2GWYw2AKaUihDEY,CRECK,$CRECK,,,
TokenChange,568pK1cuDv1nusZvmWvizH3rbAyM6B3NaArkuYZjrxwabiTm3Mwms4CktKEcvYnagVf1subEbQxMk2CKxS3yx3ji,1670226614,2022-12-05T07:50:14,0.000005,7f8jjWMzmBGr5ropCSZWJmpEP4P3GDCoAJUbEeinvSfk,inc,0.338770833,,0.338770833,Ao94rg8D6oK2TAq3nm8YEQxfS73vZ2GWYw2AKaUihDEY,CRECK,$CRECK,,,
TokenChange,5DPJrwuGLhs3GNbT1oDm2vP8APhJDkFmvUkLJTybvBwpERx4JuVcWJK2idCjjE1XoHLW1bN8RU5BTXpMvn1DPw7W,1670219645,2022-12-05T05:54:05,0.000005,3dTFVQ31jVCMcLm8aZtHCr1tGy5GtkyuLSstb6hCkdvA,closedAccount,1,1,,42Pymg6NiqDNCAqnqwdWb3L44sfpo8M58sHFVj9mmMqF,Cet #5059,CoC,,,
TokenChange,4AjeHDa7HmxnzgCWHFT5ZfmLdhxGqAz943ii4Lx99TTq8YXLcxyhzJ8cEjLruoDzwfEGr1DWyAnK8MbaVrjtmTfp,1670219285,2022-12-05T05:48:05,0.000105,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,dec,-38,238.94127265,200.94127265,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,2ByQHg83qf3NeBnUycV4re6ghxVipHSz47AA7yWnLJeuTR83BAykUkG7DNArnrg4jkWQXyxvpH7UBsKKnZSpp46R,1670218995,2022-12-05T05:43:15,0.000005,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,inc,10.09323795,218.75479675,228.8480347,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,P32ZB9kBVZrjoWPQABryu1WGXuothZptjebZ2EPNNu3nYaVeC3s53yKqvPXrxRypXX8uaqN37tYLrS51ADwurT8,1670218995,2022-12-05T05:43:15,0.000005,2ARJD51LWDuqYX73AyHvT4JkqVHjkeQ43HdVXFCeFSTK,inc,10.09323795,228.8480347,238.94127265,inkDs2PsMDNHcjrqZGeuBb8LzwdQzQdxaf4JoUj7V5a,Meta Tattoo Club Ink,INK,,,
TokenChange,4HjBbQVsH2UvkxazSBoAXK4iiChVcMJkJ1p4Zcx639GaSi4SWkXoW8cU3VGqQKdiGKtyEmyLasc4RPLJJtS4ajJK,1670218085,2022-12-05T05:28:05,0.000015,GTgmM5nBdHBqtAk2KMYncoKz6Q2Gi2T66S5YUGKe7CyT,inc,55.806808,498.573531,554.380339,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USD Coin,USDC,,,
